20230103:1210,259.95,117.42,19.47,8.19,0.76,0.0
20230103:1310,229.26,105.35,16.51,8.25,0.83,0.0
20230103:1410,169.35,81.71,11.33,8.15,0.62,0.0
20230103:1510,18.9,17.52,4.36,7.87,0.34,0.0
20230103:1610,0.0,0.0,0.0,7.64,0.41,0.0
20230103:1710,0.0,0.0,0.0,7.23,0.69,0.0
20230103:1810,0.0,0.0,0.0,5.73,0.83,0.0
20230103:1910,0.0,0.0,0.0,6.24,0.41,0.0
20230103:2010,0.0,0.0,0.0,5.08,0.55,0.0
20230103:2110,0.0,0.0,0.0,2.87,1.1,0.0
20230103:2210,0.0,0.0,0.0,1.46,1.45,0.0
20230103:2310,0.0,0.0,0.0,1.23,1.24,0.0
20230104:0010,0.0,0.0,0.0,0.69,1.24,0.0
20230104:0110,0.0,0.0,0.0,0.28,1.66,0.0
20230104:0210,0.0,0.0,0.0,-0.13,1.66,0.0
20230104:0310,0.0,0.0,0.0,-0.07,1.66,0.0
20230104:0410,0.0,0.0,0.0,-0.02,1.72,0.0
20230104:0510,0.0,0.0,0.0,-0.32,1.79,0.0
20230104:0610,0.0,0.0,0.0,-0.7,1.86,0.0
20230104:0710,0.0,0.0,0.0,-0.2,1.72,0.0
20230104:0810,4.98,9.22,6.81,0.23,1.59,0.0
20230104:0910,284.46,122.97,13.27,2.11,1.31,0.0
20230104:1010,651.36,262.98,17.8,5.15,1.17,0.0
20230104:1110,955.77,387.32,19.98,7.76,0.97,0.0
20230104:1210,178.47,85.77,19.58,8.55,0.83,0.0
20230104:1310,195.63,92.55,16.64,8.87,1.03,0.0
20230104:1410,265.74,119.23,11.47,8.91,1.17,0.0
20230104:1510,70.38,41.62,4.5,7.97,1.17,0.0
20230104:1610,0.0,0.0,0.0,7.2,1.24,0.0
20230104:1710,0.0,0.0,0.0,6.81,1.31,0.0
20230104:1810,0.0,0.0,0.0,6.38,1.38,0.0
20230104:1910,0.0,0.0,0.0,5.46,1.72,0.0
20230104:2010,0.0,0.0,0.0,5.38,1.79,0.0
20230104:2110,0.0,0.0,0.0,5.36,1.86,0.0
20230104:2210,0.0,0.0,0.0,5.48,1.86,0.0
20230104:2310,0.0,0.0,0.0,5.65,1.79,0.0
20230105:0010,0.0,0.0,0.0,5.36,1.72,0.0
20230105:0110,0.0,0.0,0.0,4.72,1.79,0.0
20230105:0210,0.0,0.0,0.0,4.83,1.79,0.0
20230105:0310,0.0,0.0,0.0,5.02,1.79,0.0
20230105:0410,0.0,0.0,0.0,5.2,1.79,0.0
20230105:0510,0.0,0.0,0.0,5.36,1.86,0.0
20230105:0610,0.0,0.0,0.0,5.66,1.79,0.0
20230105:0710,0.0,0.0,0.0,5.96,1.93,0.0
20230105:0810,4.74,9.22,6.85,5.95,1.79,0.0
20230105:0910,41.88,28.59,13.33,6.39,1.52,0.0
20230105:1010,493.47,204.93,17.88,7.27,1.45,0.0
20230105:1110,716.97,292.1,20.08,8.32,1.45,0.0
20230105:1210,522.39,218.11,19.7,9.26,1.31,0.0
20230105:1310,249.48,113.97,16.77,10.08,1.1,0.0
20230105:1410,174.06,84.24,11.61,10.26,1.1,0.0
20230105:1510,52.29,33.8,4.64,9.37,0.76,0.0
20230105:1610,0.0,0.0,0.0,9.32,0.83,0.0
20230105:1710,0.0,0.0,0.0,8.83,0.9,0.0
20230105:1810,0.0,0.0,0.0,8.55,0.97,0.0
20230105:1910,0.0,0.0,0.0,8.34,0.97,0.0
20230105:2010,0.0,0.0,0.0,6.26,1.24,0.0
20230105:2110,0.0,0.0,0.0,4.78,1.38,0.0
20230105:2210,0.0,0.0,0.0,2.95,1.52,0.0
20230105:2310,0.0,0.0,0.0,1.74,1.66,0.0
20230106:0010,0.0,0.0,0.0,1.37,1.66,0.0
20230106:0110,0.0,0.0,0.0,0.7,1.59,0.0
20230106:0210,0.0,0.0,0.0,0.1,1.59,0.0
20230106:0310,0.0,0.0,0.0,-0.32,1.59,0.0
20230106:0410,0.0,0.0,0.0,-0.33,1.52,0.0
20230106:0510,0.0,0.0,0.0,-0.2,1.52,0.0
20230106:0610,0.0,0.0,0.0,0.86,1.31,0.0
20230106:0710,0.0,0.0,0.0,2.5,1.24,0.0
20230106:0810,192.36,89.61,6.89,4.43,1.03,0.0
20230106:0910,236.31,106.66,13.4,5.34,0.55,0.0
20230106:1010,508.23,209.69,17.97,5.25,0.34,0.0
20230106:1110,661.29,269.62,20.19,6.45,0.55,0.0
20230106:1210,175.02,83.92,19.83,7.04,0.55,0.0
20230106:1310,174.69,83.92,16.91,7.37,0.41,0.0
20230106:1410,434.04,183.01,11.76,7.4,0.21,0.0
20230106:1510,415.2,179.01,4.79,7.32,0.34,0.0
20230106:1610,0.0,0.0,0.0,7.15,0.34,0.0
20230106:1710,0.0,0.0,0.0,6.78,0.34,0.0
20230106:1810,0.0,0.0,0.0,6.41,0.48,0.0
20230106:1910,0.0,0.0,0.0,5.69,0.34,0.0
20230106:2010,0.0,0.0,0.0,5.4,0.62,0.0
20230106:2110,0.0,0.0,0.0,5.16,0.76,0.0
20230106:2210,0.0,0.0,0.0,4.96,0.83,0.0
20230106:2310,0.0,0.0,0.0,4.68,0.9,0.0
20230107:0010,0.0,0.0,0.0,4.45,0.9,0.0
20230107:0110,0.0,0.0,0.0,4.58,0.83,0.0
20230107:0210,0.0,0.0,0.0,4.52,0.69,0.0
20230107:0310,0.0,0.0,0.0,4.61,0.62,0.0
20230107:0410,0.0,0.0,0.0,4.54,0.55,0.0
20230107:0510,0.0,0.0,0.0,4.46,0.62,0.0
20230107:0610,0.0,0.0,0.0,4.41,0.62,0.0
20230107:0710,0.0,0.0,0.0,3.46,0.76,0.0
20230107:0810,166.02,78.96,6.95,3.06,0.97,0.0
20230107:0910,402.93,167.55,13.47,3.02,1.03,0.0
20230107:1010,1773.81,747.08,18.06,5.82,0.69,0.0
20230107:1110,1905.9,828.14,20.31,7.98,0.48,0.0
20230107:1210,1877.79,817.64,19.96,8.85,0.48,0.0
20230107:1310,1578.87,669.24,17.06,9.3,0.48,0.0
20230107:1410,1324.56,553.38,11.91,9.35,0.41,0.0
20230107:1510,304.71,136.75,4.95,9.37,0.41,0.0
20230107:1610,0.0,0.0,0.0,8.87,0.62,0.0
20230107:1710,0.0,0.0,0.0,8.02,1.03,0.0
20230107:1810,0.0,0.0,0.0,6.08,1.31,0.0
20230107:1910,0.0,0.0,0.0,4.68,1.52,0.0
20230107:2010,0.0,0.0,0.0,3.69,1.66,0.0
20230107:2110,0.0,0.0,0.0,5.24,1.38,0.0
20230107:2210,0.0,0.0,0.0,4.16,1.52,0.0
20230107:2310,0.0,0.0,0.0,3.1,1.72,0.0
20230108:0010,0.0,0.0,0.0,2.78,1.79,0.0
20230108:0110,0.0,0.0,0.0,4.19,1.52,0.0
20230108:0210,0.0,0.0,0.0,5.43,1.1,0.0
20230108:0310,0.0,0.0,0.0,5.21,1.31,0.0
20230108:0410,0.0,0.0,0.0,4.43,1.38,0.0
20230108:0510,0.0,0.0,0.0,5.6,1.17,0.0
20230108:0610,0.0,0.0,0.0,5.99,1.1,0.0
20230108:0710,0.0,0.0,0.0,4.45,1.1,0.0
20230108:0810,86.19,47.64,7.01,5.27,0.97,0.0
20230108:0910,97.74,52.57,13.55,5.92,0.76,0.0
20230108:1010,182.61,86.69,18.17,6.46,0.69,0.0
20230108:1110,453.45,190.6,20.43,7.02,0.55,0.0
20230108:1210,683.07,280.51,20.1,7.69,0.07,0.0
20230108:1310,98.94,53.49,17.21,7.82,0.14,0.0
20230108:1410,96.63,52.57,12.07,8.01,0.28,0.0
20230108:1510,27.96,22.13,5.11,7.87,0.41,0.0
20230108:1610,0.0,0.0,0.0,7.6,0.62,0.0
20230108:1710,0.0,0.0,0.0,7.4,0.41,0.0
20230108:1810,0.0,0.0,0.0,7.17,0.28,0.0
20230108:1910,0.0,0.0,0.0,6.7,0.41,0.0
20230108:2010,0.0,0.0,0.0,6.6,0.14,0.0
20230108:2110,0.0,0.0,0.0,6.49,0.34,0.0
20230108:2210,0.0,0.0,0.0,6.46,0.83,0.0
20230108:2310,0.0,0.0,0.0,5.1,1.1,0.0
20230109:0010,0.0,0.0,0.0,3.02,1.38,0.0
20230109:0110,0.0,0.0,0.0,3.05,1.38,0.0
20230109:0210,0.0,0.0,0.0,5.99,1.03,0.0
20230109:0310,0.0,0.0,0.0,2.21,1.45,0.0
20230109:0410,0.0,0.0,0.0,0.98,2.34,0.0
20230109:0510,0.0,0.0,0.0,1.04,2.48,0.0
20230109:0610,0.0,0.0,0.0,0.73,2.0,0.0
20230109:0710,0.0,0.0,0.0,0.09,1.93,0.0
20230109:0810,861.09,341.19,7.07,0.61,1.72,0.0
20230109:0910,766.53,303.22,13.64,2.67,1.52,0.0
20230109:1010,1700.19,700.36,18.28,5.22,1.38,0.0
20230109:1110,1158.21,465.43,20.56,6.13,1.45,0.0
20230109:1210,563.85,230.19,20.25,5.89,1.93,0.0
20230109:1310,665.7,267.32,17.37,5.51,2.41,0.0
20230109:1410,38.16,26.74,12.24,5.11,1.66,0.0
20230109:1510,434.73,182.85,5.28,4.43,2.21,0.0
20230109:1610,0.0,0.0,0.0,3.54,2.21,0.0
20230109:1710,0.0,0.0,0.0,2.45,1.93,0.0
20230109:1810,0.0,0.0,0.0,1.53,1.72,0.0
20230109:1910,0.0,0.0,0.0,1.45,1.86,0.0
20230109:2010,0.0,0.0,0.0,0.49,1.79,0.0
20230109:2110,0.0,0.0,0.0,0.36,1.72,0.0
20230109:2210,0.0,0.0,0.0,0.15,1.72,0.0
20230109:2310,0.0,0.0,0.0,0.65,1.66,0.0
20230110:0010,0.0,0.0,0.0,0.82,2.14,0.0
20230110:0110,0.0,0.0,0.0,0.99,2.28,0.0
20230110:0210,0.0,0.0,0.0,1.15,2.41,0.0
20230110:0310,0.0,0.0,0.0,1.11,2.28,0.0
20230110:0410,0.0,0.0,0.0,0.9,2.0,0.0
20230110:0510,0.0,0.0,0.0,0.63,1.52,0.0
20230110:0610,0.0,0.0,0.0,-0.16,1.38,0.0
20230110:0710,0.0,0.0,0.0,-0.54,1.38,0.0
20230110:0810,294.72,126.73,7.15,0.63,1.38,0.0
20230110:0910,299.58,128.45,13.74,1.57,1.17,0.0
20230110:1010,1866.42,764.6,18.39,3.15,1.79,0.0
20230110:1110,1738.77,710.21,20.7,3.43,1.52,0.0
20230110:1210,1857.18,770.09,20.4,4.54,1.52,0.0
20230110:1310,1655.49,679.96,17.54,4.9,1.24,0.0
20230110:1410,1319.43,535.72,12.41,5.13,0.83,0.0
20230110:1510,443.73,187.41,5.45,4.7,0.55,0.0
20230110:1610,0.0,0.0,0.0,4.65,0.76,0.0
20230110:1710,0.0,0.0,0.0,4.21,0.97,0.0
20230110:1810,0.0,0.0,0.0,2.52,1.31,0.0
20230110:1910,0.0,0.0,0.0,2.25,1.24,0.0
20230110:2010,0.0,0.0,0.0,1.87,1.45,0.0
20230110:2110,0.0,0.0,0.0,1.97,1.59,0.0
20230110:2210,0.0,0.0,0.0,2.21,1.59,0.0
20230110:2310,0.0,0.0,0.0,1.98,1.59,0.0
20230111:0010,0.0,0.0,0.0,1.66,1.66,0.0
20230111:0110,0.0,0.0,0.0,1.34,1.59,0.0
20230111:0210,0.0,0.0,0.0,1.31,1.45,0.0
20230111:0310,0.0,0.0,0.0,1.08,1.52,0.0
20230111:0410,0.0,0.0,0.0,0.48,1.66,0.0
20230111:0510,0.0,0.0,0.0,0.3,1.66,0.0
20230111:0610,0.0,0.0,0.0,0.21,1.59,0.0
20230111:0710,0.0,0.0,0.0,0.87,1.72,0.0
20230111:0810,68.94,39.72,7.23,0.97,1.66,0.0
20230111:0910,316.11,134.98,13.84,2.58,1.45,0.0
20230111:1010,200.13,93.14,18.52,5.62,1.17,0.0
20230111:1110,81.57,46.11,20.85,7.44,0.97,0.0
20230111:1210,79.2,45.19,20.57,7.95,1.03,0.0
20230111:1310,60.18,36.89,17.71,7.32,1.24,0.0
20230111:1410,142.95,70.8,12.58,6.27,1.31,0.0
20230111:1510,64.71,38.66,5.63,5.54,1.45,0.0
20230111:1610,0.0,0.0,0.0,4.82,1.79,0.0
20230111:1710,0.0,0.0,0.0,4.29,2.0,0.0
20230111:1810,0.0,0.0,0.0,3.9,2.07,0.0
20230111:1910,0.0,0.0,0.0,3.64,1.86,0.0
20230111:2010,0.0,0.0,0.0,3.01,1.72,0.0
20230111:2110,0.0,0.0,0.0,2.48,1.72,0.0
20230111:2210,0.0,0.0,0.0,1.98,1.66,0.0
20230111:2310,0.0,0.0,0.0,1.86,1.52,0.0
20230112:0010,0.0,0.0,0.0,1.61,1.59,0.0
20230112:0110,0.0,0.0,0.0,1.42,1.52,0.0
20230112:0210,0.0,0.0,0.0,0.44,1.66,0.0
20230112:0310,0.0,0.0,0.0,-0.05,1.59,0.0
20230112:0410,0.0,0.0,0.0,-1.14,1.72,0.0
20230112:0510,0.0,0.0,0.0,-2.06,1.86,0.0
20230112:0610,0.0,0.0,0.0,-2.54,1.93,0.0
20230112:0710,0.0,0.0,0.0,-0.64,1.86,0.0
20230112:0810,31.26,23.06,7.32,-0.19,1.86,0.0
20230112:0910,246.51,108.6,13.95,1.38,1.59,0.0
20230112:1010,245.91,109.97,18.65,4.17,1.38,0.0
20230112:1110,202.11,94.07,21.0,6.0,1.17,0.0
20230112:1210,119.46,61.79,20.73,7.55,1.17,0.0
20230112:1310,250.17,113.12,17.89,7.62,1.31,0.0
20230112:1410,508.47,210.65,12.77,7.28,1.1,0.0
20230112:1510,104.85,55.84,5.81,7.14,0.97,0.0
20230112:1610,0.0,0.0,0.0,7.62,0.83,0.0
20230112:1710,0.0,0.0,0.0,7.14,0.97,0.0
20230112:1810,0.0,0.0,0.0,5.89,1.17,0.0
20230112:1910,0.0,0.0,0.0,4.81,1.31,0.0
20230112:2010,0.0,0.0,0.0,5.15,1.17,0.0
20230112:2110,0.0,0.0,0.0,4.16,1.31,0.0
20230112:2210,0.0,0.0,0.0,3.45,1.45,0.0
20230112:2310,0.0,0.0,0.0,3.13,1.45,0.0
20230113:0010,0.0,0.0,0.0,3.01,1.45,0.0
20230113:0110,0.0,0.0,0.0,2.64,1.52,0.0
20230113:0210,0.0,0.0,0.0,1.42,1.52,0.0
20230113:0310,0.0,0.0,0.0,1.23,1.52,0.0
20230113:0410,0.0,0.0,0.0,1.11,1.59,0.0
20230113:0510,0.0,0.0,0.0,1.17,1.66,0.0
20230113:0610,0.0,0.0,0.0,1.51,1.59,0.0
20230113:0710,0.0,0.0,0.0,1.51,1.59,0.0
20230113:0810,138.48,67.83,7.41,1.79,1.66,0.0
20230113:0910,1270.11,505.09,14.06,3.08,1.45,0.0
20230113:1010,1118.61,447.11,18.79,5.45,1.52,0.0
20230113:1110,859.44,345.86,21.16,7.71,2.21,0.0
20230113:1210,216.75,100.52,20.91,8.44,2.69,0.0
20230113:1310,183.87,87.61,18.07,8.38,2.76,0.0
20230113:1410,17.22,16.6,12.95,7.59,3.17,0.0
20230113:1510,730.2,298.84,6.0,6.32,2.41,0.0
20230113:1610,0.0,0.0,0.0,5.52,2.07,0.0
20230113:1710,0.0,0.0,0.0,4.31,2.0,0.0
20230113:1810,0.0,0.0,0.0,2.77,2.0,0.0
20230113:1910,0.0,0.0,0.0,2.48,2.14,0.0
20230113:2010,0.0,0.0,0.0,2.22,2.21,0.0
20230113:2110,0.0,0.0,0.0,1.71,1.93,0.0
20230113:2210,0.0,0.0,0.0,1.34,1.66,0.0
20230113:2310,0.0,0.0,0.0,1.15,1.59,0.0
20230114:0010,0.0,0.0,0.0,1.53,1.31,0.0
20230114:0110,0.0,0.0,0.0,1.84,1.17,0.0
20230114:0210,0.0,0.0,0.0,1.91,1.24,0.0
20230114:0310,0.0,0.0,0.0,2.09,1.17,0.0
20230114:0410,0.0,0.0,0.0,0.8,1.45,0.0
20230114:0510,0.0,0.0,0.0,-0.95,1.93,0.0
20230114:0610,0.0,0.0,0.0,-1.1,2.07,0.0
20230114:0710,0.0,0.0,0.0,-1.49,1.86,0.0
20230114:0810,187.26,85.59,7.51,-1.27,1.86,0.0
20230114:0910,204.24,92.74,14.18,1.07,1.45,0.0
20230114:1010,1475.1,597.75,18.93,4.0,1.03,0.0
20230114:1110,829.62,335.24,21.32,6.58,0.9,0.0
20230114:1210,666.0,272.86,21.09,7.97,0.97,0.0
20230114:1310,130.17,66.4,18.26,8.53,0.9,0.0
20230114:1410,391.77,167.24,13.15,8.46,1.03,0.0
20230114:1510,302.85,134.09,6.19,7.52,1.24,0.0
20230114:1610,0.0,0.0,0.0,6.08,1.59,0.0
20230114:1710,0.0,0.0,0.0,5.31,1.66,0.0
20230114:1810,0.0,0.0,0.0,4.38,1.79,0.0
20230114:1910,0.0,0.0,0.0,4.91,1.45,0.0
20230114:2010,0.0,0.0,0.0,3.54,1.79,0.0
20230114:2110,0.0,0.0,0.0,3.09,1.86,0.0
20230114:2210,0.0,0.0,0.0,3.52,1.66,0.0
20230114:2310,0.0,0.0,0.0,2.91,1.79,0.0
20230115:0010,0.0,0.0,0.0,2.39,2.07,0.0
20230115:0110,0.0,0.0,0.0,2.87,2.21,0.0
20230115:0210,0.0,0.0,0.0,3.29,2.14,0.0
20230115:0310,0.0,0.0,0.0,3.55,2.14,0.0
20230115:0410,0.0,0.0,0.0,3.59,2.07,0.0
20230115:0510,0.0,0.0,0.0,3.65,2.14,0.0
20230115:0610,0.0,0.0,0.0,3.75,2.07,0.0
20230115:0710,0.0,0.0,0.0,3.54,2.0,0.0
20230115:0810,46.56,30.43,7.62,3.89,1.52,0.0
20230115:0910,71.31,41.5,14.31,5.83,0.69,0.0
20230115:1010,36.15,25.82,19.09,5.33,2.21,0.0
20230115:1110,103.02,54.41,21.5,4.65,2.0,0.0
20230115:1210,94.47,50.72,21.28,3.55,1.72,0.0
20230115:1310,94.62,50.72,18.46,3.19,1.24,0.0
20230115:1410,147.12,71.55,13.35,3.13,1.66,0.0
20230115:1510,19.41,17.52,6.39,3.33,1.52,0.0
20230115:1610,0.0,0.0,0.0,2.76,1.66,0.0
20230115:1710,0.0,0.0,0.0,1.09,1.52,0.0
20230115:1810,0.0,0.0,0.0,0.32,1.31,0.0
20230115:1910,0.0,0.0,0.0,-0.16,1.31,0.0
20230115:2010,0.0,0.0,0.0,-0.73,1.38,0.0
20230115:2110,0.0,0.0,0.0,-1.25,1.45,0.0
20230115:2210,0.0,0.0,0.0,-2.06,1.59,0.0
20230115:2310,0.0,0.0,0.0,-2.67,1.66,0.0
20230116:0010,0.0,0.0,0.0,-3.54,1.72,0.0
20230116:0110,0.0,0.0,0.0,-4.17,1.79,0.0
20230116:0210,0.0,0.0,0.0,-4.46,1.93,0.0
20230116:0310,0.0,0.0,0.0,-4.53,1.93,0.0
20230116:0410,0.0,0.0,0.0,-4.57,2.0,0.0
20230116:0510,0.0,0.0,0.0,-4.65,1.93,0.0
20230116:0610,0.0,0.0,0.0,-4.45,1.66,0.0
20230116:0710,0.0,0.0,0.0,-3.61,1.52,0.0
20230116:0810,80.82,44.06,7.74,-2.59,1.45,0.0
20230116:0910,196.38,89.37,14.45,-0.36,1.1,0.0
20230116:1010,206.91,94.07,19.25,1.13,1.1,0.0
20230116:1110,217.62,98.68,21.68,2.47,1.1,0.0
20230116:1210,374.4,158.61,21.48,4.42,1.31,0.0
20230116:1310,246.45,110.86,18.66,5.78,1.66,0.0
20230116:1410,873.03,347.83,13.55,5.87,2.34,0.0
20230116:1510,278.28,122.96,6.59,5.07,2.14,0.0
20230116:1610,0.0,0.0,0.0,4.03,2.21,0.0
20230116:1710,0.0,0.0,0.0,2.94,2.21,0.0
20230116:1810,0.0,0.0,0.0,1.96,2.14,0.0
20230116:1910,0.0,0.0,0.0,1.2,2.21,0.0
20230116:2010,0.0,0.0,0.0,0.23,2.0,0.0
20230116:2110,0.0,0.0,0.0,-0.4,1.72,0.0
20230116:2210,0.0,0.0,0.0,1.24,1.31,0.0
20230116:2310,0.0,0.0,0.0,1.49,1.1,0.0
20230117:0010,0.0,0.0,0.0,1.89,0.9,0.0
20230117:0110,0.0,0.0,0.0,1.77,0.9,0.0
20230117:0210,0.0,0.0,0.0,1.02,0.9,0.0
20230117:0310,0.0,0.0,0.0,0.6,0.9,0.0
20230117:0410,0.0,0.0,0.0,0.32,0.83,0.0
20230117:0510,0.0,0.0,0.0,0.21,0.9,0.0
20230117:0610,0.0,0.0,0.0,0.44,0.97,0.0
20230117:0710,0.0,0.0,0.0,-0.79,1.03,0.0
20230117:0810,110.88,56.5,7.86,-0.41,1.03,0.0
20230117:0910,190.32,87.43,14.59,0.59,0.83,0.0
20230117:1010,158.1,75.62,19.41,1.89,0.83,0.0
20230117:1110,48.9,31.36,21.86,2.75,0.83,0.0
20230117:1210,157.14,75.62,21.68,3.13,0.76,0.0
20230117:1310,212.22,96.83,18.87,2.85,0.69,0.0
20230117:1410,34.68,24.9,13.76,2.52,0.83,0.0
20230117:1510,62.4,37.08,6.79,1.61,0.83,0.0
20230117:1610,0.0,0.0,0.0,1.42,0.48,0.0
20230117:1710,0.0,0.0,0.0,1.55,0.34,0.0
20230117:1810,0.0,0.0,0.0,1.82,0.76,0.0
20230117:1910,0.0,0.0,0.0,1.87,0.69,0.0
20230117:2010,0.0,0.0,0.0,1.93,0.76,0.0
20230117:2110,0.0,0.0,0.0,2.02,0.83,0.0
20230117:2210,0.0,0.0,0.0,2.11,0.97,0.0
20230117:2310,0.0,0.0,0.0,1.63,1.03,0.0
20230118:0010,0.0,0.0,0.0,1.55,1.03,0.0
20230118:0110,0.0,0.0,0.0,1.68,0.97,0.0
20230118:0210,0.0,0.0,0.0,1.27,1.03,0.0
20230118:0310,0.0,0.0,0.0,1.17,1.03,0.0
20230118:0410,0.0,0.0,0.0,1.1,0.9,0.0
20230118:0510,0.0,0.0,0.0,0.6,0.9,0.0
20230118:0610,0.0,0.0,0.0,-0.03,1.1,0.0
20230118:0710,0.0,0.0,0.0,-0.71,1.17,0.0
20230118:0810,47.67,30.43,7.99,-0.6,1.1,0.0
20230118:0910,237.69,104.9,14.74,-0.22,0.9,0.0
20230118:1010,216.78,97.75,19.59,0.94,1.03,0.0
20230118:1110,326.19,138.98,22.06,1.48,1.1,0.0
20230118:1210,146.4,71.01,21.88,1.79,1.1,0.0
20230118:1310,206.31,94.07,19.09,1.77,1.24,0.0
20230118:1410,812.34,319.85,13.97,1.74,1.38,0.0
20230118:1510,678.06,271.85,7.0,0.91,1.52,0.0
20230118:1610,0.0,0.0,0.0,0.19,1.59,0.0
20230118:1710,0.0,0.0,0.0,-0.48,1.59,0.0
20230118:1810,0.0,0.0,0.0,-0.63,1.72,0.0
20230118:1910,0.0,0.0,0.0,-1.38,1.31,0.0
20230118:2010,0.0,0.0,0.0,-2.1,1.24,0.0
20230118:2110,0.0,0.0,0.0,-2.22,1.17,0.0
20230118:2210,0.0,0.0,0.0,-1.83,1.03,0.0
20230118:2310,0.0,0.0,0.0,-2.12,1.17,0.0
20230119:0010,0.0,0.0,0.0,-2.15,1.17,0.0
20230119:0110,0.0,0.0,0.0,-1.9,1.17,0.0
20230119:0210,0.0,0.0,0.0,-1.83,1.03,0.0
