Electricity.Timestep;Time;HH1 - Living room - Living Room Light (Energy Saving Lamp, 20W) [kWh];HH1 - Kitchen - Kitchen Light (20W) [kWh];HH1 - Bath - Bathroom Light (20W) [kWh];HH1 - Bath - Bathroom Mirror Light 10 W (LED) [kWh];HH1 - Bedroom - Bedroom Light (20W) [kWh];HH1 - Children's room 2 - Children Room Light Device (20W) [kWh];HH1 - Children's room - Children Room Light Device (20W) [kWh];HH1 - Kitchen - Egg Cooker / Russell Hobbs 14048-56 Stylo [kWh];HH1 - Kitchen - Juicer / Moulinex Vitafruit [kWh];HH1 - Kitchen - Kitchen radio / AEG KRC 4323 CD [kWh];HH1 - Kitchen - Single Stove Plate [kWh];HH1 - Kitchen - Nespresso Coffee Machine, Single Cup [kWh];HH1 - Kitchen - Food Slicer / DOMO Schneidemaschine DO521S [kWh];HH1 - Kitchen - Toaster Salco MT 400 [kWh];HH1 - Kitchen - Miele DG 1450 [kWh];HH1 - Kitchen - Handmixer / Phillips Robust HR 1581 [kWh];HH1 - Kitchen - Kitchen Stove / Bauknecht Heko 750 PT Kitchen stove front right- full power [kWh];HH1 - Kitchen - Microwave Panasonic (1991) [kWh];HH1 - Kitchen - Extractor Hood / Miele DA 429-4 [kWh];HH1 - Kitchen - Miele DA 61 [kWh];HH1 - Kitchen - Deep Fryer / DeLonghi F 28311.W Rotofritteuse [kWh];HH1 - Kitchen - Ricecooker / Tristar RK-6112 [kWh];HH1 - Kitchen - Steam Cooker / Phillips HD9140 [kWh];HH1 - Kitchen - Kitchen Stove / Bauknecht Heko 750 PT Kitchen-stove right hind [kWh];HH1 - Kitchen - Immersion Blender Noah Hit Top [kWh];HH1 - Kitchen - Kitchen Stove / Bauknecht Heko 750 PT Kitchen stove left hind - full power [kWh];HH1 - Kitchen - Fondue / Unold 48746 Asia [kWh];HH1 - Living room - Laptop Sony Vaio SVE151G11M [kWh];HH1 - Living room - CD/DVD Player / Philips DVDR 725 H [kWh];HH1 - Living room - Home Cinema System / Samsung HT-D5550 [kWh];HH1 - Living room - TV Medion MD20123_DE_A [kWh];HH1 - Living room - SAT Receiver / Kathrein UFS913 [kWh];HH1 - Living room - Digitalpiano / Kawai CN-23 [kWh];HH1 - Living room - Hifi System / Sharp XL-HF300PH [kWh];HH1 - Kitchen - Electric Kettle / Petra WK288 1.5L [kWh];HH1 - Living room - Energy Saving Lamp / EL-REF 11 E27 [kWh];HH1 - Kitchen - Vacuum Cleaner FiF [kWh];HH1 - Living room - Nintendo Wii [kWh];HH1 - Kitchen - Dishwasher NEFF SD6P1F (2011) [kWh];HH1 - Kitchen - Dryer / Miele T 8626 WP [kWh];HH1 - Kitchen - Washing Machine AEG Öko Plus 1400 [kWh];HH1 - Bath - Hair Dryer Braun Silencio 1250 [kWh];HH1 - Kitchen - Siemens Kl 20 LA 65 (A+) [kWh];HH1 - Kitchen - Kitchen radio / AEG KRC 4323 CD [kWh];HH1 - Kitchen - Freezer Liebherr Premium no Frost 2358 (2011) [kWh];HH1 - Kitchen - Microwave Panasonic (1991) [kWh];HH1 - Living room - Laptop Sony Vaio SVE151G11M [kWh];HH1 - Bath - Electric Razor Braun Cruzer 5 [kWh];HH1 - Bath - Electric Toothbrush Dondodent Professional Clean [kWh];HH1 - Living room - Phone Siemens Gigaset C320 [kWh];HH1 - Living room - Router O2 Box 6431 [kWh];HH1 - Living room - CD/DVD Player / Philips DVDR 725 H [kWh];HH1 - Living room - Home Cinema System / Samsung HT-D5550 [kWh];HH1 - Living room - SAT Receiver / Kathrein UFS913 [kWh];HH1 - Living room - TV Medion MD20123_DE_A [kWh];HH1 - Living room - Hifi System / Sharp XL-HF300PH [kWh];HH1 - Living room - Yamaha RX-V667 [kWh];HH1 - Living room - Nintendo Wii [kWh];House - Cellar - Circulation Pump / Grundfos Alpha Pro 25-40 180 [kWh];House - Cellar - Circulation Pump / Grundfos Alpha Pro 25-40 180 [kWh]
600;01.08.2023 10:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.019100338842845014;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0094443981;0.0013454635206084317;0.014330809935792348;0.01300999999999999;0;0.0009517176896174862;0.00021938467021857913;0.0027794999352459015;0.0064130919043715855;0.0010727629795365108;0.002103939562261603;0.0013576837592795819;0.0002798968809569908;0.003000028745093349;0.0119289679769916;0.0019399938047832597;0;0.02479145048085991
660;01.08.2023 11:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0161301533768103;0;0;0;0;0.020779745184567867;0;0;0;0;0;0;0;0;0;0.0107035021;0.0013449337469598616;0.014686631558196715;0.01300999999999999;0.0003785505823901343;0.0009475077262295078;0.00021647061666666662;0.002779292587431694;0.006407912445355191;0.001068595206394317;0.0021430690810434025;0.0013231409188620257;0.00028019772652311564;0.002916491029236081;0.01183854684884297;0.0019740303685293692;0;0.024632379215507014
720;01.08.2023 12:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.01689655134752148;0.013929128917543445;0.02735066929766923;0.010495034282455616;0;0.02998096663513476;0;0;0;0;0;0;0;0;0;0.009388704349999999;0.0013862447747453805;0.01953087491338797;0.01300999999999999;0.0002946491450008338;0.0009503574330601091;0.0002286605557377048;0.0027750349980874326;0.006408016010928962;0.0006535477170454369;0.001281596174480152;0.0013404131176285243;0.00017381143824156866;0.003005431768226461;0.012129316680147717;0.0019903501373538723;0;0.024459222612697836
780;01.08.2023 13:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.03582197239319787;0.06966119527445988;0.027413111404618426;0;0;0;0;0;0;0;0;0;0;0;0.009444398099999998;0.001307243462903744;0.022656326524590164;0.01300999999999999;0.0028014785462095963;0.000953348962021858;0.00021969585245901633;0.002778030767759564;0.006408016010928962;0;0;0.0013500941905493157;0;0.0029765152386419824;0.012128767676570422;0.0019887983459201926;0;0.0250835928319903
840;01.08.2023 14:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.009031873203627689;0.02821805451322827;0.025698545184673918;0.011270602952385885;0;0;0;0;0;0;0;0;0;0;0.009500091849999998;0.0013402042975678042;0.013951880709562837;0.01300999999999999;0.002735088277342225;0.0009534224816939894;0.00021707817103825132;0.0027777194434426234;0.00640783706284153;0.0008046934023981022;0;0.00034266469011641693;1.8749117927151865E-05;0.0029950870284694412;0.012219581679048097;0.00196501788599429;0;0.02462856787031266
900;01.08.2023 15:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.014158269361191727;0.02770551154461134;0.014886942516174936;0;0;0;0;0;0;0;0;0;0;0.009433350499999998;0.0013608043774648154;0.017130174125409844;0.01300999999999999;0.002836661759515955;0.0009517049092896174;0.0002284662453551911;0.0027781824972677597;0.006407947147540982;0.001087935546645885;0;0;0;0.0029587276211517177;0.012083827150393427;0.0019789851116490532;0;0.025814355097670647
960;01.08.2023 16:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.003907433775390396;0.025949685293535564;0.004194754921489303;0;0;0;0;0;0.011612451165720671;0;0;0;0;0.0094443981;0.0013595220035254644;0.016463044878415302;0.01300999999999999;0.0028159981052878324;0.0009483242748633879;0.00021698607486338804;0.0027781649754098367;0.00640790086885246;0.0010730876124005583;0.0015193514226491131;0.0009682232845435585;9.090390302684235E-06;0.003001215581312889;0.012153553318622686;0.0005713520706989731;0;0.02417187226498613
1020;01.08.2023 17:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.01429676659852577;0;0;0;0;0;0;0.009161626502753218;0;0;0;0.37914214044935124;0.011010037683333331;0.0013488437061148534;0.021956767913934416;0.01300999999999999;0.0027538560022283016;0.0009510875923497269;0.00021793598169398906;0.0027794495874316947;0.006407330024590164;0.001116262824944654;0.002075290261811901;0.0013526494898685256;0.00013221147934911642;0.002996424294168382;0.01183919048238532;0.0008337869583288441;0;0.02514199022216338
1080;01.08.2023 18:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.004093718071984478;0;0;0.02268438765260294;0;0;0;0;0;0;0.013852576795001752;0;0;0.34054472154644777;0;0.010732407433333329;0.0013366033957225992;0.024062316968306005;0.01300999999999999;0.0022347404688397806;0.0009545518693989071;0.00022796597786885236;0.002778831825956284;0.006407994010928962;0.0010798007720222;0.0020781260869111406;0.0013645203064709312;4.709371105525184E-05;0.0030052083094974993;0.012183308065248486;0.0002420542472161527;0;0.025207382522951786
1140;01.08.2023 19:00;0.009333333333333332;0.011333333333333332;0.004666666666666666;0.002333333333333333;0;0;0;0;0;0;0.3996354288894536;0;0;0;0;0;0;0;0.07207762295361117;0;0;0;0;0;0.003615800722604166;0;0;0.014445044389533803;0;0;0.01191925641661784;0;0;0;0;0;0;0.007035791121364527;0;0;0.09952680614207646;0;0.008185294099999999;0.0013090515334861753;0.0194424869704918;0.01300999999999999;0.0006094643591411898;0.0009445407330601086;0.00022026736147540976;0.002778831825956284;0.006413039672131148;0.0010786444391551338;0.002073304660229708;0.0013366779084483945;0.00016064896012814444;0.003006353530932148;0.01176061529392408;0.0011499276899696988;0;0.024870845854621893
1200;01.08.2023 20:00;0.005666666666666666;0.014333333333333332;0.0016666666666666663;0.0008333333333333332;0;0;0;0;0;0;0.15483973906010914;0;0;0;0;0;0;0;0.05147121744306345;0;0;0;0;0;0;0;0;0.005594401480134213;0;0;0.015884120258128954;0;0;0;0;0;0;0.010296851007059979;0;0;0;0;0.010703502099999998;0.0013516883592575944;0.01611100020300546;0.01300999999999999;0.002025095181067596;0.0009529922789617484;0.00021616496065573768;0.0027755879571038254;0.006413503532786885;0.0011060821960383815;0.00211197727801817;0.0013705032680904536;0.0001121881991379761;0.002946520666857204;0.01178754709127222;0.0007319346868111887;0;0.02523136946371512
1260;01.08.2023 21:00;0.019999999999999997;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.01895098253979307;0;0;0;0;0.03254629669399922;0;0;0;0;0;0;0;0;0;0.009444398099999998;0.0013426169317580692;0.017120081203551907;0.01300999999999999;0;0.0009544764275956286;0.00022690092349726768;0.002778224686612022;0.006407821155737705;0.0010694396702169984;0.002104776190284988;0.001340154285445891;0.0002777192278909131;0.0030035038895949635;0.012201105172262694;0.001961137363009818;0;0.02521169153127471
1320;01.08.2023 22:00;0.013666666666666664;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.012120937656939864;0;0;0;0;0.012319360799635281;0;0;0;0;0;0;0;0;0;0.009444398099999998;0.0013325591233860933;0.01645269243442623;0.01300999999999999;0.0009813285852194082;0.0009505432336065573;0.00022360686530054625;0.0027778636948087437;0.006412828642076503;0.001098322223963285;0.0020834099206684773;0.0013107282352716647;0.0002769465111224837;0.0030227994566448943;0.012031075498113794;0.0019511891091120318;0;0.02510562725620599
1380;01.08.2023 23:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.010703502099999998;0.0013340803799135467;0.016815101973770487;0.01300999999999999;0.0027578875780514883;0.0009485265904371581;0.0002181474327868853;0.0027756364243169385;0.006413853275956283;0.0010925141436748255;0.002141639247295871;0.0013555328119770078;0.0002844178806035436;0.002972634422581066;0.011749777143377233;0.0019986369470338127;0;0.000829599835741054
1440;02.08.2023 00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.010703502099999998;0.0013606226533994718;0.01635912980601092;0.01300999999999999;0.0027801167535084787;0.000951067242896175;0.00022538188415300537;0.0027808091073770473;0.006407804084699453;0.0010963979313954142;0.0021207485349105603;0.0013449468497014208;0.0002774909531264308;0.0029994028798394656;0.012372208630837388;0.001960063222363132;0;0
1500;02.08.2023 01:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.009444398099999998;0.0013590485225247158;0.018935779128142073;0.01300999999999999;0.0028098287774219214;0.0009536718786885247;0.0002202025306010928;0.002780533678415299;0.006407750912568304;0.0011009257434134204;0.0020937932281702015;0.0013504225064580133;0.00027710704563814324;0.002989023793660447;0.011708669461377457;0.0019697870976466358;0;0
1560;02.08.2023 02:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.010732407433333329;0.0013409038276312514;0.02385197747650273;0.01300999999999999;0.002816274397841408;0.0009533016188524588;0.00021715733169398908;0.0027780847986338788;0.00640748525136612;0.0010751910716716435;0.0020514240722288198;0.001342176967707553;0.00027926975427146165;0.003014894227934254;0.012139905688283428;0.001982130680843165;0;0
1620;02.08.2023 03:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.009442994099999998;0.001347690950884329;0.022738178643989068;0.01300999999999999;0.002806748720743368;0.0009485181185792346;0.00022569549043715835;0.0027789897412568297;0.006410424311475409;0.0010698108275228096;0.0021067484399499153;0.0013441728897522773;0.00027663556582206716;0.00305394376964317;0.012008658384617019;0.0019771844789145043;0;0
1680;02.08.2023 04:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.009444398099999998;0.0013656805914510728;0.016448253068306006;0.01300999999999999;0.0027942768898529423;0.0009493840795081965;0.00022369838961748618;0.0027796191530054634;0.006412077587431694;0.0010811411452026436;0.0020742395204913183;0.0013570347878093022;0.00027627263447134177;0.0030129937758711393;0.01194007907277227;0.001934800947770124;0;0
1740;02.08.2023 05:00;0.005999999999999999;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.006004431063214296;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.010703502099999998;0.0013489169113808253;0.016829807440437154;0.01300999999999999;0.0019200520949253102;0.0009543601316939891;0.0002195364095628416;0.0027778401975409833;0.006412604076502732;0.0010699080357580361;0.002130199602530489;0.0013403845252332165;0.00027697424337601626;0.003010992269457122;0.011901534718357398;0.001963783011462894;0;0.0017528820550535705
1800;02.08.2023 06:00;0.006666666666666665;0;0;0;0;0;0;0;0;0;0.14461232266666665;0;0;0.055289221932513635;0;0;0;0;0;0;0;0;0;0;0;0;0;0.01882801490413488;0;0;0;0;0;0;0.146351934490601;0;0;0;0;0;0;0;0.005264664516666666;0.0013371560297786888;0.016349249849453545;0.01300999999999999;0;0.000953348006557377;0.0002176519174863388;0.002779386601912568;0.006407286773224043;0.0010614252052679836;0.002082004968223298;0.001353051853550195;0.0002756810754198426;0.0030850212945060075;0.01205774011396534;0.0018851682737183472;0;0.025456315933376952
1860;02.08.2023 07:00;0;0;0;0;0;0;0;0.03349477515460735;0.041789061493389644;0.009473068491275695;0.6822818379768854;0.01733321960819673;0.005004168437265788;0.055289221932513635;0;0;0;0;0;0;0;0;0;0;0;0;0;0.015054746434620393;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0069251120999999985;0.00046013759029670665;0.016456401214207647;0.01300999999999999;0.00046994492015709616;0.0009469221128415298;0.00022830905437158457;0.002777347415300545;0.006408309341530056;0.0010830673360911769;0.0020944649409045755;0.0013471546158885855;0.00027760819969191935;0.0029471828535182452;0.012071769861097946;0.0019323958173600338;0;0.02490697072800386
1920;02.08.2023 08:00;0;0;0;0;0;0;0;0;0;0.0074905132906228035;0.06259096202185795;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.011963684099999998;0.0007021065852232418;0.01627601481693989;0.01300999999999999;0.0028296925883899535;0.0009476406185792346;0.0002183268234972678;0.0027754334508196705;0.006412658650273224;0.0010791623515638623;0.0020819755578937466;0.001359707454952951;0.00028254836642735773;0.0029909827261468155;0.011896290579632447;0.0019168195104006113;0;0.025554658417106507
1980;02.08.2023 09:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.007812686396881052;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0069251120999999985;0.0013538611464428728;0.021357571293169394;0.01300999999999999;0.0016493706141640714;0.0009567569819672133;0.00021698483142076498;0.002778686822404371;0.006412559327868852;0.001079929804516584;0.0020696782653580946;0.0013243324123022808;0.00027858618728108934;0.0030276385467936555;0.011986131893869328;0.0019722122113764754;0;0.02452523731191835
2040;02.08.2023 10:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.01900320816835285;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.006756117333333333;0.0013836417889510678;0.01795511087704919;0.01300999999999999;0;0.0009517994803278689;0.00022817486338797802;0.0027758507685792344;0.006408095961748635;0.0010809133745064018;0.002109779566548476;0.0013540159288372771;0.00027941917878194394;0.002962540527140272;0.012036237130073776;0.0019913440997692466;0;0.02503278774306307
2100;02.08.2023 11:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.012879827742230936;0;0;0;0;0.014224655447926313;0;0;0;0;0;0;0;0;0;0.0107049061;0.0013370666298486947;0.018159456509016392;0.01300999999999999;0.0009585732374643727;0.0009448225699453548;0.00021831629617486334;0.0027807014344262294;0.006407317032786884;0.0010532742857856754;0.002098057710676156;0.0013386014654487308;0.0002736807965895477;0.002996906243337951;0.012086485387167004;0.001959071134376007;0;0.025244553094158576
